Key,Type,Desc,English,Turkish,German,French,Italian,Spanish,Portuguese,Japanese,Korean
canceled,Text,,"Canceled","İptal Edildi!","Abgebrochen!","Annulé !","Annullato!","Cancelado","Cancelada!","キャンセルされました！","취소됨!"
coins_added,Text,,"Coins Added!","Altın Eklendi!","Münzen hinzugefügt!","Pièces ajoutées !","Monete aggiunte!","¡Monedas añadidas!","Moedas adicionadas!","コインが追加！","코인 추가됨!"
you_will_lose_prompt,Text,,"You will lose:","Şunları kaybedeceksin:","Du verlierst:","Vous perdrez :","Perderai:","Perderás:","Você perderá:","以下を失います：","다음을 잃게 됩니다."
choose,Text,,"Choose","Seç","Wählen","Choisir","Scegli","Elegir","Escolher","選択","선택하세요"
description_prompt,Text,,"Description...","Açıklama...","Beschreibung ...","Description...","Descrizione...","Descripción...","Descrição...","説明…","설명..."
kick_prompt,Text,,"Kick!","At!","Entfernen!","Renvoyer !","Espelli!","Expulsar","Expulsar!","キック！","내보내기!"
delete_account,Text,,"Delete My Account","Hesabımı Sil","Mein Konto löschen","Supprimer mon compte","Cancella il mio account","Eliminar mi cuenta","Apagar minha conta","アカウントを削除","내 계정 삭제"
music_on,Text,,"Music is on","Müzik açık","Musik an","Musique activée","Musica attivata","Música activada","Música ativada","音楽オン","음악 켜짐"
music_off,Text,,"Music is off","Müzik kapalı","Musik aus","Musique désactivée","Musica disattivata","Música desactivada","Música desativada","音楽オフ","음악 꺼짐"
sound_on,Text,,"Sound is on","Ses açık","Geräusche an","Son activé","Suoni attivati","Sonido activado","Som ativado","サウンドオン","소리 켜짐"
sound_off,Text,,"Sound is off","Ses kapalı","Geräusche aus","Son désactivé","Suoni disattivati","Sonido desactivado","Som desativado","サウンドオフ","소리 꺼짐"
haptic_disabled,Text,,"Vibrations are not available","Titreşim kullanılamıyor","Vibrationen sind nicht verfügbar","Vibrations indisponibles","La vibrazione non è disponibile","Vibración no disponible","Vibrações indisponíveis","振動は使えません","진동은 사용할 수 없습니다"
haptic_on,Text,,"Vibrations are on","Titreşim açık","Vibrationen an","Vibrations activées","Vibrazione attivata","Vibración activada","Vibrações ativadas","振動オン","진동 켜짐"
haptic_off,Text,,"Vibrations are off","Titreşim kapalı","Vibrationen aus","Vibrations désactivées","Vibrazione disattivata","Vibración desactivada","Vibrações desativadas","振動オフ","진동 꺼짐"
hint_on,Text,,"Hint is on","İpucu açık","Hinweise an","Conseils activés","Suggerimenti attivati","Consejos activados","Dica ativada","ヒントオン","힌트 켜짐"
hint_off,Text,,"Hint is off","İpucu kapalı","Hinweise aus","Conseils désactivés","Suggerimenti disattivati","Consejos desactivados","Dica desativada","ヒントオフ","힌트 꺼짐"
notification_on,Text,,"Notifications are on","Bildirimler açık","Benachrichtigungen an","Notifications activées","Notifiche attivate","Notificaciones activadas","Notificações ativadas","通知オン","알림 켜짐"
notification_off,Text,,"Notifications are off","Bildirimler kapalı","Benachrichtigungen aus","Notifications désactivées","Notifiche disattivate","Notificaciones desactivadas","Notificações desativadas","通知オフ","알림 꺼짐"
team_chat_on,Text,,"Team Chat is on","Takım Sohbeti açık","Team-Chat an","Messagerie d'équipe activée","Chat di squadra attivata","Chat de equipo activado","Chat da equipe ativado","チームチャットオン","팀 채팅 켜짐"
team_chat_off,Text,,"Team Chat is off","Takım Sohbeti kapalı","Team-Chat aus","Messagerie d'équipe désactivée","Chat di squadra disattivata","Chat de equipo desactivado","Chat da equipe desativado","チームチャットオフ","팀 채팅 꺼짐"
1st_place_reward,Text,,"1st Place<br>Reward","Birincilik<br>Ödülü","Belohnung für<br>den 1. Platz","Récompense de<br>1re place","Ricompensa<br>1º posto","Premio por<br>1.ª posición","Recompensa de<br>1º lugar","1位<br>報酬","1위<br>보상"
2nd_place_reward,Text,,"2nd Place<br>Reward","İkincilik<br>Ödülü","Belohnung für<br>den 2. Platz","Récompense de<br>2e place","Ricompensa<br>2º posto","Premio por<br>2.ª posición","Recompensa de<br>2º lugar","2位<br>報酬","2위<br>보상"
3rd_place_reward,Text,,"3rd Place<br>Reward","Üçüncülük<br>Ödülü","Belohnung für<br>den 3. Platz","Récompense de<br>3e place","Ricompensa<br>3º posto","Premio por<br>3.ª posición","Recompensa de<br>3º lugar","3位<br>報酬","3위<br>보상"
same_nickname_warning,Text,,"New nickname cannot be the same as old","Yeni kullanıcı adı eskisiyle aynı olamaz","Der neue Spitzname kann nicht derselbe sein wie der alte.","Le nouveau pseudo ne peut pas être identique à l'ancien","Il nuovo nickname non può essere uguale al precedente","El nuevo nombre no puede ser como el antiguo.","O novo apelido não pode ser igual ao antigo","以前と同じニックネームには<br>変更できません","이전과 동일한 닉네임을 새 닉네임으로 사용할 수 없습니다"
cannot_join_event_last_hour,Text,,"You can not join the event in its last hour!","Son saatinde etkinliğe katılamazsın!","Du kannst innerhalb der letzten Stunde des Events nicht mehr teilnehmen!","Impossible de rejoindre l'événement au cours de sa dernière heure.","Non puoi partecipare all'evento nell'ultima ora!","¡No puedes unirte al evento durante su última hora!","Não é possível entrar no evento nos últimos minutos!","終了間際にはイベントに参加できません！","이벤트의 마지막 시간에는 참가할 수 없습니다!"
need_connection_helmet_rush,Text,,"You need internet connection to view Helmet Rush.","Kask Heyecanını görüntülemek için internete bağlı olmalısın.","Du brauchst eine Internetverbindung, um Helmrausch anzusehen.","Connexion Internet nécessaire pour jouer à l'événement Casques dorés.","Per vedere Corsa del casco è necessaria una connessione a Internet.","Necesitas conectarte para ver A cascoporro.","Você precisa de uma conexão com a Internet para ver a Corrida do Capacete.","ヘルメットラッシュを見るには<br>インターネット接続が<br>必要です。","안전모 러시를 보려면 인터넷에 연결되어야 합니다."
tos_info,Text,,"We have revised our<br><style=TH2>Terms of Service</style> and <style=TH2>Privacy Policy</style>.<br>Please take some time to read and understand these important legal documents.<br>By clicking the “Accept” button below, you agree to our Terms of Service and acknowledge that our Privacy Policy applies.","<br><style=TH2>Hizmet Şartlarımızı</style> ve <style=TH2>Gizlilik Politikamızı</style> revize ettik.<br>Lütfen bu önemli yasal belgeleri okuyup anlamak için biraz zaman ayırın.<br>Aşağıdaki “Kabul Et“ düğmesine tıklayarak Hizmet Koşullarımızı kabul etmiş ve Gizlilik Politikamızın geçerli olduğunu onaylamış olursunuz.","Wir haben unsere <br><style=TH2>Nutzungsbedingungen</style> und <style=TH2>Datenschutzrichtlinie</style> überarbeitet.<br>Nimm dir bitte etwas Zeit, diese wichtigen rechtlichen Dokumente durchzulesen.<br>Indem du unten auf „Akzeptieren“ tippst, erklärst du dich mit unseren Nutzungsbedingungen einverstanden und erkennst an, dass unsere Datenschutzrichtlinie gilt.","Nous avons modifié nos <br><style=TH2>Conditions d'utilisation</style> et notre <style=TH2>Politique de confidentialité</style>.<br>Veuillez prendre le temps de lire et de comprendre ces importants documents légaux.<br>En cliquant sur le bouton « Accepter » ci-dessous, vous acceptez nos Conditions d'utilisation et reconnaissez l'application de notre Politique de confidentialité.","Abbiamo rivisto i nostri <br><style=TH2>Termini di servizio</style> e l'<style=TH2>Informativa sulla privacy</style>.<br>Si invita l'Utente a leggere attentamente e a comprendere i presenti importanti documenti legali.<br>Selezionando il pulsante "Accetta", l'Utente accetta i nostri Termini di servizio e riconosce l'applicabilità della nostra Informativa sulla privacy.","Hemos modificado nuestras <br><style=TH2>Condiciones del servicio</style> y la <style=TH2>Política de privacidad</style>.<br>Lee con detenimiento estos importantes documentos legales.<br>Al tocar el botón Aceptar, aceptas las Condiciones del servicio y la aplicación de la Política de privacidad.","Revisamos nossos <br><style=TH2>Termos de Serviço</style> e a <style=TH2>Política de Privacidade</style>.<br>Dedique um tempo para ler e entender esses documentos legais importantes.<br>Ao clicar no botão "Aceitar" abaixo, você concorda com os Termos de Serviço da Zynga e reconhece que a nossa Política de Privacidade será aplicável.","<style=TH2>利用規約</style>および<style=TH2>プライバシーポリシー</style>が改定されました。<br>重要な法的文書をお読みいただき、ご理解いただくようお願いします。<br>以下の「OK」ボタンをクリックすると、 利用規約およびプライバシーポリシーが適用されることに同意したとみなされます。","저희는 <br><style=TH2>서비스 약관</style> 및 <style=TH2>개인정보보호정책</style>을 변경했습니다.<br>이 중요한 법률 문서들을 자세히 읽어 주십시오.<br>아래의 '수락' 버튼을 클릭하면 서비스 약관에 동의하고 당사의 개인정보보호정책이 적용됨을 인정하는 것입니다."
unlock_level,Text,,"Unlock Level {0}","Seviyenin Kilidini Aç {0}","Schalte Level {0} frei","Débloquez le niveau {0}","Sblocca il livello {0}","Desbloquea el nivel {0}","Desbloqueie no nível {0}","レベル{0}で<br>アンロック","레벨 {0}에 잠금 해제"
really_change_your_name,Text,,"Do you really change your name?","Adını değiştirmek istediğine emin misin?","Möchtest du deinen Namen wirklich ändern?","Voulez-vous vraiment changer votre nom ?","Vuoi davvero cambiare il tuo nome?","¿Seguro que quieres cambiar el nombre?","Tem certeza de que quer trocar de apelido?","本当にニックネームを<br>変更しますか？","정말로 이름을 변경하시겠습니까?"
need_connection_change_nickname,Text,,"You need internet connection to change your nickname","Kullanıcı adını değiştirmek için internete bağlı olmalısın","Du brauchst eine Internetverbindung, um deinen Spitznamen zu ändern.","Vous devez être connecté(e) à Internet pour modifier votre pseudo.","Hai bisogno di una connessione a Internet per cambiare il tuo nickname","Necesitas conectarte para cambiar el nombre.","Você precisa de uma conexão com a Internet para trocar de apelido","ニックネームの変更にはインターネット接続が必要です","닉네임을 변경하려면 인터넷에 연결해야 합니다"
inform_change_nickname,Text,,"You have changed your nickname","Kullanıcı adını değiştirdin","Du hast deinen Spitznamen geändert.","Vous avez modifié votre pseudo","Hai cambiato il tuo nickname","¡Has cambiado tu nombre!","Você trocou de apelido","ニックネームを変更しました","닉네임을 변경했습니다"
short_nickname_message,Text,,"Nickname should be at least 3 characters!","Kullanıcı adın en az 3 karakter olmalı!","Der Spitzname sollte mindestens 3 Zeichen lang sein!","Votre pseudo doit contenir au moins 3 caractères.","Il nickname deve essere formato da almeno 3 caratteri!","El nombre debe tener al menos 3 caracteres.","O apelido deve ter pelo menos 3 caracteres!","ニックネームは3文字以上にする必要があります","닉네임은 3글자 이상이어야 합니다!"
invalid_name_message,Text,,"Invalid name. Please type<br>another one.","Ad geçersiz. Lütfen başka<br>bir ad gir.","Ungültiger Name. Bitte gib einen<br>anderen Namen ein.","Nom incorrect. Veuillez en saisir un autre.","Nome non valido. Digitane<br>un altro.","El nombre no es válido. <br>Escribe otro.","Apelido inválido. Digite<br>outro.","無効な名前です。他の名前を<br>入力してください。","잘못된 이름입니다. 다른 이름을<br>입력하세요."
character_not_supported,Text,,"Character not supported.","Desteklenmeyen karakter.","Zeichen nicht unterstützt.","Caractère non pris en charge.","Carattere non supportato.","Carácter no compatible.","Caractere incompatível.","対応していない文字です。","지원되지 않는 문자입니다."
mine_dash,Text,,"Mine Dash","Maden Yarışı","Minensturm","Mine d'or","Miniera d'oro","Esprint minero","Corrida da Mina","マインダッシュ","마인 대시"
lives_full,Text,,"Your lives are full","Canların dolu","Deine Leben sind voll.","Vos vies sont pleines","Vite al massimo","¡Tienes todas las vidas!","Você atingiu o limite de vidas","ライフは満タンです","생명이 꽉 찼습니다"
gift_box,Text,,"Gift Box","Hediye Kutusu","Geschenkbox","Coffret cadeau","Scatola regalo","Caja de regalo","Caixa de presente","ギフトボックス","선물 상자"
free_life,Text,,"Free Life","Ücretsiz Can!","Gratis Leben!","Vie gratuite !","Vita gratis!","Vida gratis","Vida grátis!","無料のライフ！","무료 생명!"
sent_life,Text,,"sent you a life!","sana bir can gönderdi!","hat dir ein Leben gesendet!","vous a envoyé une vie !","ti ha inviato una vita!","¡te ha enviado una vida!","enviou uma vida!","さんがライフを送ってくれました！","님이 당신에게 생명을 보냈습니다!"
write_prompt,Text,,"Write something...","Bir şey yaz...","Schreibe etwas!","Écrire...","Scrivi qualcosa...","Escribe algo...","Escreva algo...","内容を入力…","대화를 입력하세요..."
